"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         848,      -9.214304647,      -6.419332401,       -6.29155754,      -6.294264805,      -3.735320202
          0,           0,         849,       -9.21262789,      -6.411641905,      -6.292839392,      -6.296221604,      -3.733085759
          0,           0,         850,      -9.211923775,      -6.403449074,      -6.294109578,      -6.297869272,      -3.731871772
          0,           0,         851,      -9.212418607,      -6.395504058,       -6.29560972,      -6.299451303,      -3.731914402
          0,           0,         852,      -9.214278042,      -6.388404471,      -6.297551227,      -6.301194124,       -3.73338556
          0,           0,         853,       -9.21761353,      -6.382600585,      -6.300110435,      -6.303299207,      -3.736400617
          0,           0,         854,      -9.222488083,      -6.378414977,       -6.30342719,      -6.305938363,      -3.741025525
          0,           0,         855,      -9.228928246,      -6.376070356,       -6.30760695,      -6.309252801,       -3.74728928
          0,           0,         856,      -9.236926811,       -6.37571731,      -6.312723534,      -6.313353225,      -3.755186914
          0,           0,         857,      -9.246445539,      -6.377455212,      -6.318821293,      -6.318320584,      -3.764682429
          0,           0,         858,       -9.25741185,      -6.381344853,      -6.325915837,      -6.324206469,      -3.775705693
          0,           0,         859,      -9.269712963,      -6.387415725,      -6.333994098,      -6.331033684,       -3.78814642
          0,           0,         860,      -9.283190278,      -6.395669875,      -6.343014414,      -6.338797193,      -3.801848365
          0,           0,         861,      -9.297634963,      -6.406083106,      -6.352906856,      -6.347465266,      -3.816604095
          0,           0,         862,      -9.312784002,      -6.418603253,      -6.363573525,      -6.356980445,      -3.832149838
          0,           0,         863,      -9.328319213,      -6.433144628,        -6.3748893,      -6.367260371,      -3.848162885
          0,           0,         864,      -9.343871263,      -6.449578688,      -6.386702541,      -6.378198034,      -3.864263513
          0,           0,         865,      -9.359030955,       -6.46771935,      -6.398835663,      -6.389660968,       -3.88002421
          0,           0,         866,      -9.373365554,      -6.487303513,      -6.411086283,      -6.401489658,      -3.894984697
          0,           0,         867,      -9.386447989,      -6.507967527,      -6.423231062,      -6.413497807,      -3.908681385
          0,           0,         868,      -9.397894075,      -6.529222975,      -6.435033082,      -6.425475274,      -3.920687505
          0,           0,         869,       -9.40740281,      -6.550439596,      -6.446251814,      -6.437193496,      -3.930658884
          0,           0,         870,       -9.41478582,      -6.570847292,      -6.456655721,        -6.4484138,      -3.938369755
          0,           0,         871,      -9.419978704,      -6.589570119,      -6.466039031,      -6.458900302,      -3.943731195
          0,           0,         872,      -9.423048357,      -6.605704805,      -6.474241659,      -6.468438773,      -3.946802105
          0,           0,         873,      -9.424205236,      -6.618446038,      -6.481169204,      -6.476859496,      -3.947801776
          0,           0,         874,      -9.423791859,      -6.627234164,      -6.486806789,      -6.484058268,      -3.947095248
          0,           0,         875,      -9.422247868,      -6.631877593,      -6.491223345,       -6.49001069,      -3.945153731
          0,           0,         876,      -9.420059181,      -6.632599092,      -6.494565582,      -6.494776547,      -3.942498058
          0,           0,         877,      -9.417703496,      -6.629984012,      -6.497042787,       -6.49849232,      -3.939639906
          0,           0,         878,      -9.415617568,        -6.6248549,      -6.498906084,      -6.501354142,      -3.937045389
          0,           0,         879,      -9.414173575,      -6.618123732,      -6.500424322,       -6.50359475,      -3.935110079
          0,           0,         880,      -9.413675227,      -6.610669424,      -6.501863565,      -6.505461921,      -3.934155175
          0,           0,         881,      -9.414358986,      -6.603262569,      -6.503471463,      -6.507201377,      -3.934429373
          0,           0,         882,      -9.416400656,      -6.596533238,      -6.505467598,      -6.509044428,       -3.93611691
          0,           0,         883,      -9.419921901,      -6.590968288,      -6.508037591,      -6.511199447,      -3.939345161
          0,           0,         884,      -9.424995228,      -6.586924287,      -6.511330691,      -6.513846199,      -3.944191093
          0,           0,         885,      -9.431652753,      -6.584651525,      -6.515460923,      -6.517134021,      -3.950690603
          0,           0,         886,      -9.439893833,      -6.584321157,      -6.520510491,       -6.52118241,      -3.958846417
          0,           0,         887,      -9.449685649,      -6.586046095,      -6.526531444,      -6.526080991,      -3.968628945
          0,           0,         888,      -9.460959275,      -6.589891722,      -6.533544061,       -6.53188741,      -3.979972597
          0,           0,         889,      -9.473607865,      -6.595885455,      -6.541535176,      -6.538625939,       -3.99277362
          0,           0,         890,      -9.487482747,      -6.604030727,      -6.550460896,      -6.546289665,      -4.006885648
          0,           0,         891,      -9.502388844,      -6.614314404,      -6.560250517,      -6.554844765,      -4.022114071
          0,           0,         892,      -9.518076899,      -6.626702148,      -6.570806789,      -6.564232474,      -4.038207623
          0,           0,         893,      -9.534241128,      -6.641128581,      -6.582004926,      -6.574369379,      -4.054854018
          0,           0,         894,      -9.550518834,      -6.657485186,      -6.593692941,      -6.585147947,      -4.071678345
          0,           0,         895,      -9.566498619,      -6.675605216,      -6.605693821,      -6.596437397,      -4.088249418
          0,           0,         896,      -9.581735519,       -6.69524297,      -6.617808963,       -6.60808427,       -4.10409361
          0,           0,         897,       -9.59577639,      -6.716047948,      -6.629821938,      -6.619912516,      -4.118720515
          0,           0,         898,      -9.608198361,      -6.737537954,      -6.641503608,      -6.631723636,      -4.131663897
          0,           0,         899,      -9.618650344,      -6.759079278,      -6.652618689,      -6.643298586,      -4.142528342
          0,           0,         900,      -9.626890516,      -6.779886226,      -6.662937376,      -6.654403965,      -4.151033755
          0,           0,         901,      -9.632806906,      -6.799053232,      -6.672252123,      -6.664805009,      -4.157043065
          0,           0,         902,      -9.636432711,      -6.815633091,      -6.680398712,      -6.674284626,      -4.160582114
          0,           0,         903,      -9.637957301,      -6.828764792,      -6.687276351,      -6.682666734,      -4.161851787
          0,           0,         904,      -9.637719232,      -6.837830747,      -6.692861918,      -6.689838041,      -4.161217081
          0,           0,         905,      -9.636168493,      -6.842592366,      -6.697215096,      -6.695763431,      -4.159164029
          0,           0,         906,      -9.633808606,      -6.843247311,      -6.700473968,      -6.700491985,      -4.156235234
          0,           0,         907,      -9.631143133,      -6.840382133,      -6.702841791,       -6.70415174,      -4.152971181
          0,           0,         908,      -9.628632879,      -6.834841936,       -6.70456652,      -6.706933145,      -4.149863718
          0,           0,         909,      -9.626673712,      -6.827573086,      -6.705916934,      -6.709066396,      -4.147332981
          0,           0,         910,       -9.62558722,      -6.819490601,      -6.707160928,      -6.710799082,      -4.145717922
          0,           0,         911,      -9.625625425,        -6.8113961,      -6.708549451,        -6.7123784,      -4.145282201
          0,           0,         912,      -9.626972617,      -6.803942803,      -6.710305557,      -6.714037894,      -4.146217548
          0,           0,         913,      -9.629759925,      -6.797632979,      -6.712618945,      -6.715988948,      -4.148659825
          0,           0,         914,      -9.634066891,      -6.792832937,      -6.715642805,      -6.718414587,      -4.152691592
          0,           0,         915,      -9.639931999,      -6.789798681,      -6.719494893,      -6.721467203,      -4.158354039
          0,           0,         916,       -9.64735983,      -6.788704445,      -6.724260365,      -6.725268663,      -4.165653926
          0,           0,         917,      -9.656323553,      -6.789666596,      -6.729994182,      -6.729910739,      -4.174566642
          0,           0,         918,      -9.666762689,      -6.792759005,      -6.736722399,      -6.735455587,      -4.185034097
          0,           0,         919,      -9.678579239,      -6.798021922,      -6.744442253,      -6.741936287,      -4.196960556
          0,           0,         920,      -9.691631885,      -6.805467026,      -6.753122256,      -6.749357641,      -4.210207338
          0,           0,         921,      -9.705730117,      -6.815079638,      -6.762702297,      -6.757697048,      -4.224585547
          0,           0,         922,      -9.720630838,      -6.826818219,      -6.773093983,      -6.766905507,       -4.23985209
          0,           0,         923,      -9.736034896,      -6.840610367,       -6.78418093,      -6.776908637,      -4.255704917
          0,           0,         924,      -9.751589669,      -6.856345175,      -6.795820067,        -6.7876073,       -4.27178302
          0,           0,         925,      -9.766898886,      -6.873860416,      -6.807843076,      -6.798878529,      -4.287674956
          0,           0,         926,      -9.781536827,      -6.892924531,       -6.82005802,      -6.810574643,      -4.302930829
          0,           0,         927,      -9.795073726,      -6.913213632,      -6.832251682,      -6.822522433,       -4.31708774
          0,           0,         928,      -9.807110384,       -6.93428706,      -6.844193533,      -6.834523034,      -4.329705861
          0,           0,         929,      -9.817315332,       -6.95556768,      -6.855643611,      -6.846354435,      -4.340409914
          0,           0,         930,      -9.825457753,      -6.976336284,      -6.866364286,      -6.857779253,      -4.348929348
          0,           0,         931,      -9.831426618,      -6.995752869,      -6.876136917,      -6.868556625,      -4.355123422
          0,           0,         932,      -9.835236535,      -7.012916608,      -6.884780957,      -6.878460092,      -4.358993043
          0,           0,         933,      -9.837043139,      -7.026974057,      -6.892174804,      -6.887299452,      -4.360696157
          0,           0,         934,      -9.837143611,      -7.037261959,      -6.898272904,      -6.894943739,      -4.360548147
          0,           0,         935,       -9.83594556,      -7.043444183,      -6.903113289,       -6.90133818,      -4.358985383
          0,           0,         936,      -9.833924914,      -7.045590267,      -6.906815945,      -6.906512592,      -4.356517948
          0,           0,         937,      -9.831568789,      -7.044160493,      -6.909570359,      -6.910578048,      -4.353667851
          0,           0,         938,      -9.829333948,       -7.03990411,      -6.911616156,      -6.913712845,      -4.350922866
          0,           0,         939,      -9.827620815,      -7.033714766,      -6.913220141,      -6.916140784,      -4.348708761
          0,           0,         940,      -9.826761288,       -7.02649676,      -6.914653938,      -6.918108711,      -4.347376847
          0,           0,         941,      -9.827026434,      -7.019073557,      -6.916177699,      -6.919868648,      -4.347211793
          0,           0,         942,      -9.828619204,      -7.012137597,         -6.918026,      -6.921661884,      -4.348425612
          0,           0,         943,      -9.831674803,      -7.006224731,      -6.920396275,      -6.923705161,      -4.351160422
          0,           0,         944,      -9.836257536,      -7.001709016,      -6.923440337,      -6.926180288,      -4.355487423
          0,           0,         945,      -9.842390028,      -6.998842312,      -6.927272386,      -6.929238109,      -4.361435322
          0,           0,         946,      -9.850075898,      -6.997808784,      -6.931981091,      -6.933004936,      -4.369011841
          0,           0,         947,      -9.859299669,      -6.998748113,      -6.937629887,      -6.937580216,      -4.378203641
          0,           0,         948,      -9.870016184,      -7.001758568,      -6.944253047,      -6.943032739,      -4.388967221
          0,           0,         949,      -9.882141264,      -7.006901832,      -6.951853966,      -6.949400509,      -4.401219939
          0,           0,         950,      -9.895548136,      -7.014207913,      -6.960405869,      -6.956692327,      -4.414836406
          0,           0,         951,       -9.91006436,       -7.02367887,      -6.969852177,      -6.964889032,      -4.429644756
          0,           0,         952,      -9.925463873,      -7.035288687,      -6.980106706,      -6.973944186,      -4.445418214
          0,           0,         953,      -9.941463485,      -7.048980412,      -6.991054478,      -6.983784929,      -4.461869465
          0,           0,         954,      -9.957723372,      -7.064658575,      -7.002553143,       -6.99431337,      -4.478649798
          0,           0,         955,      -9.973849993,       -7.08217724,      -7.014434934,      -7.005407506,      -4.495349849
          0,           0,         956,      -9.989408212,      -7.101320485,      -7.026509655,      -7.016922433,      -4.511509966
          0,           0,         957,      -10.00394265,      -7.121778439,      -7.038567747,      -7.028690476,      -4.526641155
          0,           0,         958,      -10.01701367,      -7.143118908,      -7.050384429,      -7.040521247,      -4.540262914
          0,           0,         959,      -10.02823673,      -7.164763778,      -7.061725678,      -7.052202429,       -4.55194583
          0,           0,         960,      -10.03732503,      -7.185979422,      -7.072357375,      -7.063504125,      -4.561361628
          0,           0,         961,       -10.0441134,       -7.20589509,      -7.082060554,      -7.074189077,      -4.568314197
          0,           0,         962,      -10.04858123,       -7.22356297,      -7.090651576,      -7.084030535,      -4.572768094
          0,           0,         963,      -10.05085725,      -7.238069007,      -7.098003101,      -7.092833781,      -4.574856203
          0,           0,         964,      -10.05122527,      -7.248684514,      -7.104061394,      -7.100459578,       -4.57488355
          0,           0,         965,      -10.05010136,      -7.255018556,      -7.108855422,      -7.106842284,      -4.573298954
          0,           0,         966,      -10.04797523,      -7.257109281,      -7.112495043,      -7.111999927,      -4.570630208
          0,           0,         967,      -10.04535688,      -7.255414645,      -7.115161639,      -7.116032752,      -4.567425552
          0,           0,         968,      -10.04272599,      -7.250707144,      -7.117089648,      -7.119110584,      -4.564198129
          0,           0,         969,      -10.04050491,      -7.243917586,      -7.118542941,      -7.121451942,       -4.56139688
          0,           0,         970,      -10.03904333,      -7.235988177,      -7.119792144,      -7.123300257,      -4.559391542
          0,           0,         971,      -10.03861766,      -7.227770803,       -7.12109585,      -7.124904663,      -4.558472184
          0,           0,         972,      -10.03943787,      -7.219976496,      -7.122688569,      -7.126505031,      -4.558857564
          0,           0,         973,      -10.04165371,      -7.213162517,      -7.124772621,      -7.128321736,      -4.560703147
          0,           0,         974,      -10.04536656,      -7.207742998,      -7.127515139,      -7.130548813,      -4.564113785
          0,           0,         975,      -10.05062842,      -7.204010829,      -7.131046417,       -7.13335011,      -4.569144506
          0,           0,         976,      -10.05745829,      -7.202166775,      -7.135463291,      -7.136858739,      -4.575816491
          0,           0,         977,      -10.06583855,      -7.202345965,      -7.140831618,      -7.141177362,      -4.584114849
          0,           0,         978,      -10.07572451,      -7.204636242,      -7.147188154,      -7.146379164,      -4.593996783
          0,           0,         979,      -10.08703246,      -7.209089532,      -7.154540766,       -7.15250788,       -4.60538118
          0,           0,         980,      -10.09963971,      -7.215727262,      -7.162868638,      -7.159578782,      -4.618148126
          0,           0,         981,      -10.11337235,      -7.224544122,      -7.172122137,      -7.167579092,      -4.632126336
          0,           0,         982,      -10.12800852,      -7.235508794,      -7.182222981,      -7.176469399,      -4.647093726
          0,           0,         983,       -10.1432698,      -7.248560787,      -7.193064931,      -7.186184314,      -4.662771247
          0,           0,         984,      -10.15882156,      -7.263604414,      -7.204513992,      -7.196633378,      -4.678817862
          0,           0,         985,       -10.1742813,      -7.280498311,      -7.216410502,      -7.207701701,      -4.694838762
          0,           0,         986,      -10.18922979,      -7.299038957,      -7.228570553,      -7.219250529,      -4.710394314
          0,           0,         987,      -10.20323622,      -7.318939658,        -7.2407893,      -7.231117005,      -4.725023393
          0,           0,         988,      -10.21588509,      -7.339804762,      -7.252843699,      -7.243113601,      -4.738272304
          0,           0,         989,      -10.22681486,      -7.361107527,      -7.264498492,       -7.25502882,       -4.74973628
          0,           0,         990,      -10.23575803,      -7.382177842,      -7.275515245,      -7.266631779,      -4.759106038
          0,           0,         991,      -10.24255872,      -7.402212966,      -7.285666118,      -7.277681327,      -4.766190766
          0,           0,         992,      -10.24718133,      -7.420321884,      -7.294752644,      -7.287941602,      -4.770934842
          0,           0,         993,      -10.24972614,      -7.435616713,      -7.302627568,      -7.297204476,       -4.77343494
          0,           0,         994,      -10.25043563,      -7.447345544,      -7.309214275,      -7.305312968,      -4.773946287
          0,           0,         995,      -10.24968332,       -7.45503847,      -7.314519397,      -7.312181943,      -4.772867945
          0,           0,         996,      -10.24792371,       -7.45861299,       -7.31863289,      -7.317809357,      -4.770686895
          0,           0,         997,      -10.24564462,      -7.458395874,      -7.321720425,      -7.322277131,      -4.767926722
          0,           0,         998,      -10.24332429,       -7.45504778,      -7.324006139,      -7.325741242,      -4.765097645
          0,           0,         999,      -10.24138073,      -7.449428321,      -7.325748941,       -7.32841086,      -4.762646444
          0,           0,        1000,      -10.24017457,      -7.442451508,      -7.327220645,      -7.330526563,      -4.760954497
          0,           0,        1001,      -10.23999067,      -7.434976299,      -7.328685888,      -7.332338928,       -4.76032354
          0,           0,        1002,      -10.24105714,       -7.42774577,      -7.330389204,      -7.334094069,      -4.760991828
          0,           0,        1003,      -10.24354033,      -7.421358715,      -7.332544997,      -7.336021156,      -4.763132406
          0,           0,        1004,      -10.24754541,       -7.41626063,      -7.335327737,      -7.338320312,      -4.766857087
          0,           0,        1005,      -10.25310872,      -7.412751032,      -7.338867143,      -7.341155084,      -4.772207671
          0,           0,        1006,      -10.26023595,      -7.411027606,      -7.343258149,      -7.344658856,       -4.77919576
          0,           0,        1007,      -10.26890897,      -7.411234559,      -7.348569577,      -7.348938353,      -4.787806265
          0,           0,        1008,      -10.27909516,      -7.413479051,      -7.354845388,      -7.354073406,      -4.798009377
          0,           0,        1009,       -10.2907236,      -7.417833883,      -7.362100238,      -7.360112831,      -4.809735484
          0,           0,        1010,        -10.303685,      -7.424340637,      -7.370318289,       -7.36707595,      -4.822876664
          0,           0,        1011,      -10.31781963,      -7.433011469,       -7.37945418,       -7.37495333,       -4.83727442
          0,           0,        1012,       -10.3329262,      -7.443831772,      -7.389432871,      -7.383708612,      -4.852726525
          0,           0,        1013,      -10.34874272,      -7.456756699,       -7.40014984,      -7.393278644,      -4.868968236
          0,           0,        1014,      -10.36494658,      -7.471706281,      -7.411472288,      -7.403574134,      -4.885670533
          0,           0,        1015,      -10.38116567,      -7.488554587,        -7.4232414,      -7.414482076,      -4.902447182
          0,           0,        1016,       -10.3969763,      -7.507113967,      -7.435274666,      -7.425865516,       -4.91885405
          0,           0,        1017,      -10.41192867,      -7.527112109,      -7.447369018,      -7.437565183,      -4.934410487
          0,           0,        1018,      -10.42557594,      -7.548164969,       -7.45930493,      -7.449399148,      -4.948631235
          0,           0,        1019,      -10.43750554,       -7.56975068,      -7.470850625,      -7.461162563,      -4.961059144
          0,           0,        1020,      -10.44739359,      -7.591193351,      -7.481770676,      -7.472631326,      -4.971327663
          0,           0,        1021,      -10.45502697,       -7.61166952,      -7.491838607,      -7.483569567,      -4.979188134
          0,           0,        1022,      -10.46033583,      -7.630251888,      -7.500855875,       -7.49374441,      -4.984548869
          0,           0,        1023,      -10.46338411,      -7.645999918,      -7.508671618,      -7.502946292,      -4.987471421
          0,           0,        1024,      -10.46441062,      -7.658100824,      -7.515205004,      -7.511014122,      -4.988209946
          0,           0,        1025,      -10.46378188,      -7.666025324,      -7.520453394,      -7.517853606,      -4.987160596
          0,           0,        1026,      -10.46196583,      -7.669649278,      -7.524498103,        -7.5234515,      -4.984827814
          0,           0,        1027,      -10.45947063,      -7.669283277,      -7.527495976,      -7.527878974,      -4.981758606
          0,           0,        1028,      -10.45679738,        -7.6655988,      -7.529665132,      -7.531283005,      -4.978488816
          0,           0,        1029,      -10.45438366,      -7.659485427,       -7.53126093,      -7.533866082,      -4.975486616
          0,           0,        1030,      -10.45261448,      -7.651893724,      -7.532554414,      -7.535866353,      -4.973158662
          0,           0,        1031,      -10.45178768,      -7.643715589,      -7.533810107,      -7.537531769,       -4.97181884
          0,           0,        1032,      -10.45213956,      -7.635716219,      -7.535272472,      -7.539107389,      -4.971713642
          0,           0,        1033,      -10.45384265,      -7.628508477,      -7.537156408,      -7.540822092,      -4.973022654
          0,           0,        1034,      -10.45700604,      -7.622556397,      -7.539641238,      -7.542878964,      -4.975859064
